keyword,review,star,date,site,score
농심 신라면,"라면중에 최고
내가 태어나 제일 많이 먹어봤던것중에
맛도 찐이고 언제 어디서나 끓여 먹어도 맛있고
뿌셔 먹어도 맛 좋고
아주 자주 잘 먹는 농심 신라면!!!
너무 맛있고 우리가족 모두다 좋아하는 신라면
신라면은 그냥 먹어도 맛 좋지만 여러가지의

묵은지나 신김치 넣어서 먹어도
비엔나소시지 햄 신김치 같이 넣어먹음 부대찌개 라면
밥이랑같이먹음 부대찌개다 싶을정도 ㅎㅎ

아이들도 맵다고 하면서도
자꾸만 손이 간다는
또한 신라면은 떡국떡 넣어먹어도
먹가 매콤하면서 깊어지는맛
이나 떡넣어 떡라면으로도 딱이에요
진짜맛있고 떡이 들어간다면
이젠 만두죠
만두 넣어서 먹어도 진짜 맛이 넘 끝내줘요
이외에 치즈라면 체다치즈 한장 넣어먹음
국물 색도 치즈색깔 흡사하게 변하면

진짜 신라면은 배고플때나 출출하거나
심심할때",5,201104,SSG닷컴,4.6
농심 신라면,운동 시간을 내야 할지도 모른다.걷기 운동은 하루 시간을 내어서 하는 것 자체가 건강을 유지하는 원동력이 된다.잘못 놓인 그릇에는 억수비가 내려도 물이 담길 수 없고 제대로 놓인 그릇에는 가랑비에도 물이 고인다.귀에 들린다고 다 생각에 담지 말고눈에을 위해 시간을 내지않으면병 때문에 보인다고 다 마음에 담지마라.담아서 상처가 되고들어서 득이 없는것은 바로 흘러버려라눈을 뜨고 있어야 예쁜것들을 마음에 가져 올수 있고귀를 열어 놓아야 사람들의 좋은말을 들을 수 있다세상에는 슬픈일 보다 기쁜일이 더 많기 때문에 웃으면서 살아 가는 것이라오더위도 코로나도 잘 이기고 오늘도 화이팅 하세요~,5,210823,11번가,3.3333333333333335
농심 신라면,"대한민국 최고의 맛있는 라면!
얼큰하면서도 느끼하지 않는 맛!
누구나 공감할것 같습니다.
1박스를 시켜놔서 중학생 두먹깨비들이
금방 먹어버리고 큰먹깨비는 생라면
스프쳐서 먹는것이 별미이며 훌륭한
간식이라고 하네요^^
오늘은 두박스를 주문했는데 유통기한도
2020년 10월 16일이네요.
아마도 그 전에 먹을 것 같구요.
제 입맛엔 신라면이 딱인데
사실 중학생아이들은 약간 물리는지
안*탕면 *라면 삼*라면등등
타사 제품도 한번씩 시키자고 하는데
제가 오로지 제입맛에 맞춰서
독재자인 제 취향대로 주문한거랍니다.
언제까지 이 독재가 계속될지는 모르지만
저는 신라면 왕팬입니다.",5,200602,라면킹,4.75
농심 신라면,"배송 매우 빨랐구요어제 주문 하거나 아침에 주문해서 바로 저녁에 받아볼수 있는 서비스가 좋구요이번에는 신라면 40봉 하고, 안성 탕면 40봉 하고 새우깡 과자 2봉 이랑 자갈치 과자2봉 까지 같이 주문했구요가격도 쿠폰 할인해서 경제적으로 구매하였구요늘 배송 기사님께 감사드립니다 몇번째 인지도 모르게 구매해서 끓여 먹고 있고요다시 구매하게 되었구요이번에 온 신라면은 개인적인 생각으로는 면발이 약간 스파게티를 닮았어요. 물론 맛은 딱 신라면 이구요유통 기한도 2022년 08월 23일 까지로 오래 두고 먹을 수 있을듯 합니다 거의 유통기한 이 6개월 가까이 되네요출출할때 생으로 부셔 먹어도 되고간단하게 계란 풀어서 간식으로 먹어도 되고어떻게 해서 먹어도 다 맛있어요요즘 모든 물가가 다 올랐고라면 값도 만만치 않게 올랐는데도가격 대비 만족 하구요저는 또 구매할 의사가 있구요 판매자님과 11번가 모두 사업 번창하심을 기원드리고유저님들은 좋은 제품 경제적으로 구매하시길 바래드리면서 물러갑니다",5,220401,11번가,4.75
농심 신라면,"잘 받았습니다.
우선 더운 날씨에 배송해주셔서 감사드려요.
^^

한동안 라면을 안먹다가 생각나서 주문했어요.
배송 오자마자 애들 간식으로 라면땅 맹글어 주었어요.
요것 처럼 간단하고 맛있는 간식이 없지요~ ^^
간단한 레시피 올려봅니다.
우선 라면을 잘게 뿌셔뿌셔~
에프에 종이호일 깔고 살짝 돌려줘요.
그리고 중간에 꺼내서 라면 사이 사이에 마시멜로 올려놓고 다시 2~3분 돌려주고 각종 견과류를 부셔서 라면땅과 같이 요로코롬 섞어서 뭉쳐주면 맛있는 건강 간식으로 탄생한다는요.
바삭하고, , 달달하고..
애들있는 집에 강추요~ ^^
두번째는 저희 집 식구들은 만두를 좋아하는데 어제 김치 송송~ 썰어넣고 만두를 만들었다는요. 해서 오늘 배송온 라면넣고 만두넣고 계란 톡~ 파 송송~ 썰어서 넣고 라면을 끓였어요.
중간에 청양고추도 넣어서 얼큰 칼칼하게 후루룩~ 먹었네요.
간만에 라면이기도 하지만 . 꿀 맛 입니다.
후루룩~ 후루룩~~
울 집 세 남자들도 엄지척~ 하믄서 이 더위에 한그릇 뚝딱~ 했어요.",5,210721,SSG닷컴,4.5
농심 신라면,배송 매우 빨랐구요 신라면 40봉 하고 안성탕면 40봉 동시 주문했구요 가겨도 쿠폰 할인해서 경제적으로 구매하였구요 홈플러스에서 주문했는데 전날 오후에 주문하여 오전 10시쯤에 바로 받아보네요오전에 주문하여 오후에 받아보는것도 가능 하네요엄청 빠르네요 ㅋ 몇번째 인지도 모르게 신라면 구매해서 끓여 먹고 있고요 다시 구매하게 되었구요포장이 들기도 편하고 선물용으로도 딱 좋게 포장되어 나왔네요 유통 기한도 2021년 03월 14일 까지로 오래 두고 먹을 수 있을듯 합니다 거의 유통기한 이 4개월 가까이 되네요출출할때 생으로 부셔 먹어도 되고 간단하게 계란 풀어서 간식으로 먹어도 되고 어떻게 해서 먹어도 다 맛있어요 저는 또 구매할 의사가 있구요 판매자님과 11번가 모두 사업 번창하심을 기원드리고 유저님들은 좋은 제품 경제적으로 구매하시길 바래드리면서 물러갑니다,5,201125,11번가,4.75
농심 신라면,"아들과 가족 모두가 즐겨 찾는 제품입니다.
배송부분에서 너무 만족스럽습니다.
바빠서 직접 가기가 번거러울때가 많거든요
역시 배송 시스템 너무 마음에 듭니다.
안전하게 물건이 오고, 빠짐없고, 혹시나 물건의 재고 상태가 부족하거나 상이하게 된다면
미리 연락을 주셔서
그리고 . 이런 아이디어는 정말 좋은 방법이라고 생각됩니다.

아들도 좋아하고 집사람과 남편인
전에도 늘 여기서 수 없이 구매 해왔습니다.
하루 하루가 즐겁네요
상품평 적는게 어렵지도 않고, 오히려 적립이 되니 너무나도 감사하고 즐겁게 적고 있어요
하나 하나 물건 상품평 적는
늘 .
.
자주 애용하겠습니다.",5,200617,SSG닷컴,4.4
농심 신라면,여러 종류의 라면들이 있어도 신라면은 오랫동안 사랑받는 라면 중에 하나일꺼예요.저희집도 라면 종류가 5~6가지 정도 구비해 놓지만 신라면 만큼은 항상 챙겨놓고 해장이나 느끼함을 달랠땐 꼭 끓여 먹고 있습니다.보통 대형마트에서 한 박스씩 사오는데 이번엔 홈플에서 다른 상품과 같이 주문했구요 배송 기사님 시간 맞춰 안전하게 가져다 주셨어요.20개 밖에 않되서 금방 먹겠지만 유통기한 20년 4월 23일까지로 넉넉해서 더욱더 만족합니다.,4,191213,11번가,1.0
농심 신라면,배송 매우 빨랐구요 신라면 40봉 하고 안성탕면 40봉 동시 주문했구요 가격도 쿠폰 할인해서 경제적으로 구매하였구요 홈플러스에서 주문했는데 전날 오후에 주문하여 저녁 8시 쯤에 바로 받아보네요오전에 주문하여 오후에 받아보는것도 가능 하네요엄청 빠르네요 ㅋ 몇번째 인지도 모르게 신라면 구매해서 끓여 먹고 있고요 다시 구매하게 되었구요 유통 기한도 2021년 06월 22일 까지로 오래 두고 먹을 수 있을듯 합니다 거의 유통기한 이 6개월 가까이 되네요출출할때 생으로 부셔 먹어도 되고 간단하게 계란 풀어서 간식으로 먹어도 되고 어떻게 해서 먹어도 다 맛있어요 저는 또 구매할 의사가 있구요 판매자님과 11번가 모두 사업 번창하심을 기원드리고 유저님들은 좋은 제품 경제적으로 구매하시길 바래드리면서 물러갑니다,5,210122,11번가,4.5
농심 신라면,배송 매우 빨랐구요 신라면 40봉 하고 안성탕면 40봉 동시 주문했구요 가격도 쿠폰 할인해서 경제적으로 구매하였구요 홈플러스에서 주문했는데 전날 오후에 주문하여 오전 10시쯤에 바로 받아보네요오전에 주문하여 오후에 받아보는것도 가능 하네요엄청 빠르네요 ㅋ 몇번째 인지도 모르게 신라면 구매해서 끓여 먹고 있고요 다시 구매하게 되었구요 유통 기한도 2021년 05월 05일 까지로 오래 두고 먹을 수 있을듯 합니다 거의 유통기한 이 6개월 가까이 되네요출출할때 생으로 부셔 먹어도 되고 간단하게 계란 풀어서 간식으로 먹어도 되고 어떻게 해서 먹어도 다 맛있어요 저는 또 구매할 의사가 있구요 판매자님과 11번가 모두 사업 번창하심을 기원드리고 유저님들은 좋은 제품 경제적으로 구매하시길 바래드리면서 물러갑니다,5,201125,11번가,4.5
농심 신라면,"이번에ㅠ 쿠폰할인을받아 좀싸게먹었는데 빅스마일데이때 그만 놓쳐서 다음기회를 노려봐야합니다.
맛하면 신라면 만한 라면이 없다요~.농심라면은 나와함께
항상 같이가네요!!고교때나 대학다닐때나 지금나이60까지도 찿게되는 라면왕입니다.라면 값이 올라서 갈수록 먹기힘들어집니다.라면은 싸야 찿는것입니다한번에 두개씩 먹는사람은 가격을 무시 못하죠~넘비싸면 다른것을 찿게 되니까요!!ㅎㅎ 잘먹고있는데ㅠ 벌써 다떨어졌네요~~",5,220307,옥션,3.2857142857142856
농심 신라면,"5개씩 번들용 아니고 낱개로 20개가 신라면 전용상자에 담겨 오구요, 그 전용상자에 바로 송장 붙어서 와요. 많이 두꺼운건 아닌데 그렇다고 얇은 상자도 아니지만 배송중 던져지거나 충격받으면 고스란히 내부로 가해질거는 같아요. 이중박스포장이 아니라 처음엔 좀 그랬는데 대놓고 라면상자인 것이 눈에 보이기 때문에 어찌보면 덜 던지실 것 같아서 뭐 나쁘지 않아요.. 요즘 라면값 많이 올라서 온오프라인 별 차이 안 나는 느낌. 특히 인기라면은 더 그런 경향이....가격에 경쟁력 없으면 굳이 기다리는 택배를 주문하진 않을듯해요.",5,200419,11번가,2.3333333333333335
농심 신라면,"지인 선물용으로 라면을 구매했습니다. 선물하기 전 부셔진 라면을 고르려고 더듬었는데 다 파여있네요 뭐 이건 배송중에 부셔진것도 아니고 제조 과정 중에 이런거 같은데 불량품만 주신건지.. 20개 중에 그나마 정상적인 제품이 5개 정도네요 목요일까지 주기로 했는데, 교환도 못하게 생겼네요. 기다렸던 제품이 이렇게 오니까 매우 실망스럽네요. 동영상 첨부하려고 찍었는데 첨부가 안되네요 첨부 된 사진은 찍은것중 일부분 입니다, 물론 동영상도 포장 뜯기 전 부터 찍어놨구요.",1,200204,11번가,2.6666666666666665
농심 신라면,"배송 매우 빨랐구요 안성 탕면 40봉 하고 신라면 40봉 동시 주문했구요 가겨도 쿠폰 할인해서 경제적으로 구매하였구요 이마트 몰에서 주문했는데 오전 10시쯤에 주문하여 오후 2~3시쯤에 바로 받아보네요엄청 빠르네요 ㅋ 몇번째 인지도 모르게 안성탕면 구매해서 끓여 먹고 있고요 다시 구매하게 되었구요 유통 기한도 2021년 03월 07일 까지로 오래 두고 먹을 수 있을듯 합니다 거의 유통기한 이 6개월 가까이 되네요,출출할때 생으로 부셔 먹어도 되고 간단하게 계란 풀어서 간식으로 먹어도 되고 어떻게 해서 먹어도 다 맛있어요 저는 또 구매할 의사가 있구요 판매자님과 11번가 모두 사업 번창하심을 기원드리고 유저님들은 좋은 제품 경제적으로 구매하시길 바래드리면서 물러갑니다",5,201001,11번가,4.5
농심 신라면,요즘 맛있는 라면들이 너무 많죠? 이것저것 여러가지 라면 먹어보다가.. 그래도 결국 다시찾게되는건 신라면 이네요. 맛이 예전만 못하다는 얘기가 있지만.. 제입맛에는 여전히 제일 맛있는 라면 같아요. 꾸준히 판매율 1위하는데에는 이유가 있는법이죠. 요즘 신종코로나 바이러스로 라면 구매에 제한이 있는데 신라면은 재고가 많지않아서 특히 찾기 힘들었는데 배달이 되서 다행이예요.유통기한도 굉장히 여유있어서 만족합니다.,5,200314,11번가,4.0
농심 신라면,"너구리 리뷰를 좋게 완료로 써서.. 안심했더니 이게 무슨일이죠? 너구리 3개 못받아서 나중에 받긴했습니다. 친절하고 감사하다는 리뷰를 달고 나중에 박스를 뜯었더니 정상 유통기한 21.12.14까지 2개와 비정상 다 어디서 뿌셔진 반품된거 보낸거같은데 유통기한고 12.10.05 이걸 보니까 리뷰를 괜히 좋게 썼네요.
이건 실수로 들어간게 아니라 고객을 우습게보고,
받았는데 안받은척 하닌거 아닌가 하는 의심으로
제품을 보낸거로 밖에 생각이 안드네요.",1,210717,플랜 88,3.125
농심 신라면,배송 매우 빨랐구요 신라면 40봉 하고 안성탕면 40봉 동시 주문했구요 가격도 쿠폰 할인해서 경제적으로 구매하였구요 홈플러스 에서 주문했는데 오전에 주문하여 저녁 에 바로 받아보네요엄청 빠르네요 ㅋ감사합니다 몇번째 인지도 모르게 신라면 구매해서 끓여 먹고 있고요 다시 구매하게 되었구요 유통 기한도 2022년 03월 13일 까지로 오래 두고 먹을 수 있을듯 합니다 거의 유통기한 이 5개월 가까이 되네요그리고 이번에 온 제품은 여느때와는 다르게 더 쫄깃쫄깃 하고 식감이 더 좋네요출출할때 생으로 부셔 먹어도 되고 간단하게 계란 풀어서 간식으로 먹어도 되고 어떻게 해서 먹어도 다 맛있어요 저는 또 구매할 의사가 있구요 판매자님과 11번가 모두 사업 번창하심을 기원드리고 유저님들은 좋은 제품 경제적으로 구매하시길 바래드리면서 물러갑니다감사합니다,5,211019,11번가,4.5
농심 신라면,"고객센터의 미흡한 업무숙지로 고객이 10일동안 개고생한 얘기
1. 사이트에서 고객이 본인의 체크카드로 결제했는데, 본인의 다른 신용카드로 결제되는 시스템 오류 발생
2. 이걸 어떻게 처리하겠냐고 고객센터에서 전화옴
3. 내용을 살펴보다 그간 결제된 카드번호가 전부 이상한 점 발견
4. 고객센터에 얘기하니, 알아보겠다고 했으나 일주일이상 해결의 의지 없었음
5. 결국 고객이 카드사로 전화하고, 건건이 확인하여 알아냄.
페이로 카드결제하면 가상카드번호로 결제된다고 함
6. 이 내용을 초반에 고객센터에서 얘기해줬으면, 고객은 고생 안했음
(최근3년간 주문내역을 앱에서 하나하나 클릭하여 카드사에서 받은 결제내역과 대조하여 카드번호 확인, 결제금액 확인ㅡ이 작업을 하기 위해 고객이 자신의 주문내역을 이메일로 보내달라 했는데, 고객센터는 거절함)
7. 페이를 이용하면 가상번호로 결제 된다는것을 상담원들에게 교육시킨다고 하고 끝",5,200910,SSG닷컴,1.0
농심 신라면,라면을 좀 넉넉하게 사두고자 박스상품으로 구매했어요.어떤 라면을 살까 생각하다가.. 역시 신라면이 입맛에 가장 맞아서 신라면을 선택했구요.40봉지가 들었는데 봉지당 600원 수준이예요.유통기한은 2020년 8월초로 4개월 가량 여유가 있어요.가끔 식구들과 라면 끓여먹는다치면 유통기한 내 딱맞게 먹을듯 하구요. 라면 소비기한이 유통기한 +8개월이니까 유통기한 조금 지난거 신경안쓴다면 좀더 여유있어요.캠핑 자주가거나 가족들과 나눔할거면 대용량 제품이 좋은듯 합니다.,5,200416,11번가,4.25
농심 신라면,배송도 5일이나되서 오고다이소몰 졸라기분 더럽네요제품 결제후보니 35주년행사을 하더라구요 다섯봉지씩 들어있는데행사로 인하여 1+을해서 여섯개씩포장이 되었 있더라구요 여섯개씩 들어있는것을 봉지을뜯어서 갯수을맞추어 보냈더라구요 차라리봉지을 다뜯어서 낟개로 보냈음 기분이나쁘지 않했을것인데 버섯이행사한다는 봉지을 그데로보낸 이유가 뭘까요 열받으라고보낸나 싶어서 너무기분이더럽고 열받아서 올려보는데앞으로 절데로 다이소 몰에서 구매하지않겠어요부자 되세요,1,210524,11번가,3.0
농심 신라면,"유통기한 넉넉하고 맛있어요원뿔이라 행사할때 잘샀어요장바구니 쿠폰 11번가 고객센터는 결제할때 품절로인한 취소로 쿠폰혜택 소멸될수있다 공지 해놨다고 하는데 저는 보지도 못했구요..그럼저도 주문할때 이제부터 배송 요청란에글남기고 주문할게요;;●대체상품 품절시 부분취소말고 전체취소요청!!●이러면 공평한거죠? ㅡㅡ 분명 공지 했다고 하시니 저두 앞으로 제 의사를 밝히고 주문할게요ㅋㅋㅋ앞으로 할인도 못받게 임의 취소해놓고나머지만 보내지 마시고 전체취소 해주세요~~^^5만원이상 장바구니 3,000원 쿠폰사용해서할인받을수 있었네요~ 대체상품 품절시 임의로 취소되면 금액미달로 할인내역 소멸되는부분전화로 알려주시지도 않고 ㅜㅜ 품절상품만 부분 취소말고 포인트로 적립시켜주시든지 아니면전체취소하고 재결제 할수있게 바꿔주시면 좋겠어요클릭란을 대체상품 품절시 전체취소 클릭할수있게만들어주시든지.. 5만원이상 3,000원 할인쿠폰 사용하여 총 3건 결제 15만원이상 구매했는데품절로인한 속상했어요;;홈플러스 사이트가면 10%할인에 카드 청구할인도 받을수 있는것 포기하고 11번가에서 주문하는건데 할인혜택이 결제할때랑 틀려지니 영 기분이 별루네요ㅜ",5,200328,11번가,3.5
농심 신라면,농심 신라면 종종 먹습니다. 주문대로 잘 받았습니다. 근데 홈플러스는 배송 포장 상태가 너무 엉망입니다. 친환경 봉지는 좋지만 봉지 하나에 냉동 냉장 채소를 마구잡이로 넣어서 보내줍니다. 그래서 전부 구겨지거나 라면 종류는 부서짐이 있어요. 봉지가 아까우면 버리는 상품 박스에 넣어주세요. 냉장 제품에 얼음팩 하나 없이 보내주는 건 정말 부실하네요. 그리고 봉지 하나에 20가지 이상의 상품을 막 집어넣어 묶어서 왔는데 마구 구멍이나서 봉지는 찢기고 뚫리고.... 여름인데 냉기는 신경 써야죠. 마지막 도착 상태도 신경 써주셔야죠. 봉지 하나는 너무했단 생각이 듭니다. 단 배달 기사님 배송은 안전하게 잘 도착했습니다.,5,220715,Homeplus,4.0
농심 신라면,요즘 물가가 엄청나게 올라가서 미리 사둘겸 걱정돼서 그냥 하나 구매.. 마트보다 비싸진 않은듯. 정권에서 그냥 돈을 휴지처럼 찍어대나봄.. 근데 그돈 다 누구 입으로 들어 가는지 에혀.. 국가빚도 천문학적으로 쌓인다는데.. 한쿡라면은 유탕면이라 당뇨병과 비만에 치명적이기에 안먹지만 배고플때 관상용 다이어트 목적 구매,4,210225,G마켓,1.0
농심 신라면,배송 매우 빨랐구요 신라면 40봉 하고 안성탕면 40봉 동시 주문했구요 가격도 쿠폰 할인해서 경제적으로 구매하였구요 E 마트 에서 주문했는데 아침에 주문하여 저녁 에 바로 받아보네요엄청 빠르네요 ㅋ감사합니다 몇번째 인지도 모르게 신라면 구매해서 끓여 먹고 있고요 다시 구매하게 되었구요 유통 기한도 2021년 09월 10일 까지로 오래 두고 먹을 수 있을듯 합니다 거의 유통기한 이 6개월 가까이 되네요출출할때 생으로 부셔 먹어도 되고 간단하게 계란 풀어서 간식으로 먹어도 되고 어떻게 해서 먹어도 다 맛있어요 저는 또 구매할 의사가 있구요 판매자님과 11번가 모두 사업 번창하심을 기원드리고 유저님들은 좋은 제품 경제적으로 구매하시길 바래드리면서 물러갑니다,5,210403,11번가,4.5
농심 신라면,"롯데마트몰에서 2020.4.17에 구매한 ""초이스엘 미국산호두(400G*2봉)"" 제품이 포장일자(2019.07.15)만 명시되어 있고 유통기한은 명시되어 있지 않네요.
기존에 남아 있던 제품을 먼저 먹고 최근에 해당 제품 개봉해 먹었는데 너무 오래된 냄새가 나서,
교환이나 환불 요청을 오프라인이나 온라인에 했으나 교환, 반품기간 경과로 안된다고 하는데...
과연 유통기한이 명시되지 않은 제품을 교환, 반품기간 경과로 안된다고 하는게 맞는지 궁금하네요.
혹시나 해당 제품 구매하시는 분들은 포장일자를 꼭 확인하세요.",1,200604,롯데마트,1.0
농심 신라면,라면은 잘 왔는데 같이 시킨 짜파게티가 품절됬다며 말도없이 일방적으로 취소하셨더라구요 더구나 2월에 샀는데 3월에 갑자기 취소되서 2월 카드실적이 이 건 때문에 모자라게 되서 5천원 카드 혜택도 못받네요 -_- 아마 취소하시기전에 한번이라도 물어보셨으면 라면을 더 사던지 다른걸로 바꿨을거에요 암튼 기분이 나빠서 이곳에서는 더는 구매하고싶지가 않네요,1,200307,농심공식몰,3.6666666666666665
농심 신라면,같이 주문한 안성탕면이랑유통기한이 2개월 차이입니다라면의 유통기한 눈치보며 쳐 드셔야 될듯정말 장사꾼 짜증납니다주식이 라면으로 바뀌기전입니다ㅣㅣ번가에서 추방해야하고11번가도 거시기잡고 반성해야 할것11번에 간혹 문의하면 병시같은 느낌오로지 구매자를 이용한 장사에만 누이 돌아간듯상도 좀 지키고구매자에게도 기분 좋은 쇼핑에 신경 좀 써라잡종들아,1,221006,11번가,5.0
농심 신라면,퇴근후 농심 신라면 멀티팩 40봉이 현관문 앞에 도착하여 박스를 뜯고왠지 라면이 땡겨서 라면봉을 집어 들고 주방으로 달려가 자그만한 냄비에 물을 붓고 건더기 스프에 분말 스프 넣고 남편이 재배하여 따온 표고버섯 조금 넣고팔팔 끓인후 라면을 쏘오옥 집어 넣고 거의 2~3분후 시식~거의 미쳤당 ㅋㅋㅋ 수준이더라구요 완죤 맛나요~ 농심 신라면~고맙습니다 오늘도 수고하십시요~,3,211104,G마켓,2.0
농심 신라면,"신라면이 옛날 같지 않아요ㅜㅜ
맵운 맛도 깊은 매운 맛이 아니라 표현하기가 힘드네요.
맛이 많이 자극적이면서 엄청 매워졌어요. 끓이는 중간에 저절로 기침이 난다는...
면도 플라스틱 같은 향이 난다고 해야 하나요... 깨끗한 기름에 튀기지 않는 건지...
행사 때 사길 잘한 것 같아요.
요.",5,220214,SSG닷컴,4.0
농심 신라면,"맛있게 매운 신라면. 하지만 이번에야 말로 다른 제품을 사 먹어 보겠어.라고 생각해도 항상 그 라면만 사게 되네요. 너구리도 먹어봤고 맛있었지만 두꺼운 면은 취향이 아닌 것 같아요. 그 많은 라면들을 보고 있자면 결정 장애가... 아, 동네슈퍼에서 낱개로 1개씩만 사던 시절이 그립네요. 5개씩이나 사면서 모험하는 건 저에게는 너무 무리인 것 같아요.",5,200618,롯데마트,3.0
농심 신라면,"장난합니까??
5+1 행사상품을 주면 어떻게 합니까?? 이거 하나는 공짜로 주는상품 아닌가요? (삼양에서 그렇게 받은거잖아요?)

그걸 주문한 40개에 포함 시켜서 40개 딱 보내다니..

이거 불법 아닌가요?? 이거 이렇게 파는거 방송에서도 지적한거 같은데요

봉투에도 딱 1개 무료 증정이라고 써 있그만.. 기분 드럽네요..

포장 박스도 다 깨져서 배달되고 정말.. 별 1개줄 려고 구매 확정합니다.",1,210610,플랜 88,1.0
농심 신라면,"10월 27일에 주문했고
29일에 도착했습니다

신라면은 그냥 먹어도 좋고
파 추가해도 맛있고 계란을 풀어도 맛있고 반숙으로 해도 맛있고
이것저것 시도하기 가장 좋은 라면 같아요
그래서 우리집에서는 가장 자주 먹는 라면입니다

그래서 많이 쟁여두고 먹고 싶지만
유통기한은 22년 3월 31일까지로 4개월정도로 생각보다 짧아요
라면은 오래되면 특유의 냄새가 있어서
박스보다는 소량으로 사먹는 것이 좋은 것 같습니다",5,211029,위메프,5.0
농심 신라면,"매번 신라면주문시에는 이마트몰에서 항시 박스로구입하네요
가격도좋고 유통기한역시 넉넉해서좋습니다

특히나 이마트몰은 주문시 하나하나상품에 비닐봉투로포장되어오고
분류별로도포장이각각되어오니 여러가지하나하나많은주문시
따로이분류하지않아도 아주편하네요
마지막으로 가장좋은건 뭐니뭐니해도 종이백이자주
배송되어오는것보면
마음이편하네요",5,191220,SSG닷컴,5.0
농심 신라면,"가격이 오프라인 이마트에브리데이
(양재동서초우체국건너)의
어제세일가보다 비싼던데..
하루늦게 22일구매한건은 경산에
배송완료되었는데
하루전인 21일 서울주소지로 구매한건은
오늘 3시18분 3월말이후에나
배송된다고 문자가왔네요...
(안녕하세요.
고객님께서 옥션에서 주문하신 상품 생산,공급 차질로 3월 말~4월경 출고)
시중에 라면이 넘쳐나도 세일도하던데..
전화연결도안되고...
마스크처럼 가격으로 장난하시는건 아니겠지요?
이해가안됩니다..
상세한사유를공지라도 올려주시던가...",2,200225,옥션,0.0
농심 신라면,"부산 대연동 근육붙은 뚠뚠이^^의 주문후기~♡
신라묜... 넘 맛있어요ㅠㅠ
이노무 라면때문에 다이어트 늘 실패하면서도 끊을수가없어요.
한동안 진라면 매운맛으로 변경했다가..다시 신라면으로 돌아왔어요ㅠㅠ
예전에비해 감칠맛이 줄어들고, 맛이 변하긴했지만.
그나마 대중적인 라면으로는 원탑이지 싶어요.
누가라면을 건강식으로 먹나요...MSG팍팍넣고,
출시초기맛으로 재현해주세요.
저 81년생인데..7살때 엄마랑 아빠랑 양은냄비에 끓여먹던 신라면의 맛을 잊지를 못하겠어요.
그때가 그리운건지, 그맛이 그리운건지는 모르겠지만.",5,211107,옥션,3.75
농심 신라면,라면하면 신라면가격이 기존 가격보다 저렴해서 구매했네요주말이면 항상 라면을 한번은 먹어요라면이 몸에 안좋은건 누구나 알지만라면만큼 대중적인 먹거리는 솔직히흔하지 않아요신라면이 아이들한테는 맵지만 맛있게 잘 먹고있습니다유통기한도 적당하고 포장도튼튼하게 빠르게 배달도 되고앞으로 자주 구매 할께요,5,200203,11번가,4.333333333333333
농심 신라면,"저렴한 가격과 빠른 배송 좋습니다.
회사에서 부식으로 먹을 라면을
찾던차에, 구매했습니다.
여타 사이트 보다 저렴한 가격과
긴 유통기한의 라면을 찾던차에
컵라면도 주문하고, 그냥 끓여 먹는
라면 동시에 판매하는 사이트는
많지가 않더군요.
상품도 다양하게 있는 이마트 트레이더스
SSG.COM을 통해 구매했습니다.

다양한 라면 종류와 너무 과하지도, 적지도
않은 포장으로 적당한 갯수의 양과
긴 유통기한 좋습니다.
묶음배송으로 구입하니 개개마다
배송료가 붙지 않아서 좋았습니다.

배송비가 3.000원 별도로 책정되지만,
경기 판교지역 10월 9일(금) 19시경 주문
다음날인 10월 10일(토) 정오인 12시경에
빠르게 배송 받았습니다.
주문 당일을 제외하니 다음날 배송되는 것은
진짜 좋은듯 합니다.
별도로 할인되는 쿠폰을 사용하니
3.000원 프로모션으로 할인된 가격으로
구입하니 배송료가 안들어간샘 입니다.
저렴한 가격과 빠른
지면",5,201011,SSG닷컴,4.25
농심 신라면,"신라면 드시고 싶다고 하고 마침 명절세일하고 겹쳐서주문했어요. 부모님은 신라면만 드시거든요.며칠이 지나도 도착을 안하길래 문의해볼까 했는데,명절이라 배송기사가 바뻤나봐요. 옆에있는 학교에서우리께 그리로 갔다고 알려주시더군요.수령에 1주일 걸렸습니다.나도 배달기사나 할까봐요. 대충 집어던져도 배달 되니..",5,220912,G마켓,0.0
농심 신라면,믿고먹는 라면이죠.. 코로나 여파로 식량사재기로 인해 가격이 상승한점과 계속 품절로인해 기다리기 귀찮아서 어쩔수없이 비싸더라도 구매할수밖에 없었던거 같습니다. 유효기간도 나쁘지 않고 한동안 먹을수 있는양으로는 충분하니까 구할수 있는거만으로도 만족해야겠네요. 잘먹겠습니다^^,5,200311,11번가,4.0
농심 신라면,"큰 아이와 갓난 아기 이렇게 아이가 둘인데 장보러 가기가 쉽지 않아 매번 쓱으로 하고 있습니다 :)
상품 망가지지 않게 배달해주셔서 고맙습니다~
늘 사는 것만 재구매 하는지라 맛과 상품 상태는 항상 변함없이 똑같습니다~
간혹 양파나 과일 같은 경우 무르거나 다소 아쉬운 상품이 오긴 하지만 그것 외에는 아주 만족하며 이용하고 있습니다-!",5,220504,SSG닷컴,2.0
